(Não Modificar) Conta;(Não Modificar) Soma de Verificação da Linha;(Não Modificar) Data de Modificação;ID da Escola;Nome da Escola;Carteira SAF;Status da Escola;Tipo de Escola;CNPJ;Logradouro Escola;Bairro Escola;CEP Escola;Cidade da Escola;Estado da Escola;Região da Escola;Telefone de Contato da Escola;E-mail da Escola;Razão Social;Nome Fantasia;Status CNPJ;Status Visita Liderança;Performance da Meta;Atual Série;Avançando de Segmento;Cluster;Outro Telefone;Ticket Médio;Toddle
ae035f28-fb95-ee11-be37-000d3a889d88;74bQfLEpTzwZQbPxWG1CU3Xeg5VWa+44irnVe0pWCqSP/IIiFk+/13wdm2BZcyzMdOi0zEZassS1+AdYOADA5w==;01/11/2025 08:12;51;Maple Bear Maringá;Joao Felipe Gutierrez de Freitas;Operando;Franquia;30751203000180;Avenida Arquiteto Nildo Ribeiro da Rocha;Vila Marumby;87005160;Maringá;PR;Sul;4491362021;atendimento.maringa@maplebear.com.br;Gm Internacional Education LTDA;MAPLE BEAR MARINGA;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Potente;;2657,14;
ca035f28-fb95-ee11-be37-000d3a889d88;lwsmlVpIKiErqEeJ1NnzpiqcJ8rsVPNR2dYG9Zyis7lAz3fmZ1RSCLgTIA2ctkJgWPSmzc5nLC6E9cXJ2uvUCw==;04/11/2025 12:25;273;Maple Bear Nova Mutum - Parque Dos Ingas I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;41157601000190;Av. Dos Canários;Parque Dos Ingas;78450000;Nova Mutum;MT;Centro-Oeste;6599367684;monique.lepper@maplebear.com.br;ESCOLA CANADENSE DE NOVA MUTUM LTDA;MAPLE BEAR NOVA MUTUM;Ativa;Agendado;🔴;Year 3;Avanço Year 04;Alerta;;2191,73;
e6035f28-fb95-ee11-be37-000d3a889d88;nT1A2kNedh/+vI2d+ugdERNZKPv8e4AD2BoCecy/bwF9LiCIzZssgWCZ8NxLrq4QllT71j0vs+5mtKHMSSJITg==;01/11/2025 08:12;117;Maple Bear São Paulo - Cantareira I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;22120780000146;Avenida Nova Cantareira;Tucuruvi;02341001;São Paulo;SP;Sudeste;1133296710;cantareira@maplebear.com.br;CANADIAN SCHOOL CANTAREIRA ENSINO BILINGUE LTDA;MAPLE BEAR CANTAREIRA;Ativa;Concluído;🔴;Year 8;Avanço Year 09;Potente;;2815,38;
02045f28-fb95-ee11-be37-000d3a889d88;KKR9YN7NyQwrn0iwCKXVbk42AbNt+2ekiU/niUCQ96UZEHkiFwSKBqPAl6GS3wiJAVqR3UwBESuj7qesIguF1w==;01/11/2025 08:12;343;Maple Bear São Paulo - Chácara Klabin I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;12741654000155;Rua Mesquita;Vila Deodoro;01544010;São Paulo;SP;Sudeste;1132137003;klabin@maplebear.com.br;CANADIAN SCHOOL ENSINO BILINGUE LTDA;MAPLE BEAR KLABIN;Ativa;Concluído;🔴;Year 11;Avanço Year 12;Desenvolvimento;;3859,69;
1e045f28-fb95-ee11-be37-000d3a889d88;sU+B+n+5oxNNf/iDduUHx8Q9ge90fIOkpP/fWEUuS28Fp5/iy3mRFIM16hr3sJT9LeulUMLebbvrKZLBGtZYbA==;01/11/2025 08:12;818;Maple Bear São Paulo - Pacaembu I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;42686243000175;Rua Traipu;Pacaembu;01235000;São Paulo;SP;Sudeste;1144796500;pacaembu@maplebear.com.br;Guarda De Documentos Da Escola Infantil Bilíngue Pacaembu Ltda. Me;SP SÃO PAULO - PACAEMBU I-Inativo;Ativa;Agendado;🔴;;Não avança;Desenvolvimento;;3101,14;
3a045f28-fb95-ee11-be37-000d3a889d88;LwpxxPC8ExyUTlv/45LlJz1ZjhKaL/GMHAjLs7U3oQQ+vlbwvkRRdSDFFvmN0EFsalZWvuKQwYuPTvVKI87A+w==;10/07/2025 19:35;853;Maple Bear São Paulo - Panamby II;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;33254003000100;Rua Itapaiuna;Jardim Morumbi;05707001;São Paulo;SP;Sudeste;1137427534;panamby@maplebear.com.br;CANADIAN SCHOOL VILA ANDRADE LTDA;MAPLE BEAR CANADIAN SCHOOL VILA ANDRADE;Ativa;Agendado;;Year 4;Avanço Year 05;Desenvolvimento;;;
56045f28-fb95-ee11-be37-000d3a889d88;FaDEDFnKLN4ymQtooSKpx9ERLTXA6WQs5FhKajC67N6/qvdGkU+hgUwaxklsXiyGF68Fq/S4UrR8nx2ToA/L8w==;01/11/2025 08:12;142;Maple Bear Valinhos - Joapiranga I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;23919684000125;Alameda Itahim;Joapiranga;13278510;Valinhos;SP;Sudeste;1938713545;contato@maplebearvalinhos.com.br;ESCOLA CANADENSE DE VALINHOS LTDA;MAPL E BEAR CANADIAN SCHOOL;Ativa;Concluído;🔴;Year 10;Avanço Year 11;Potente;;3454,39;
a8045f28-fb95-ee11-be37-000d3a889d88;c+R6NZT9KP/yBf7Au9SgrNeJGm+GQdf6SJyO1N1n7yjaQabKmUF/YH0Y+EUGi9PLfKxpa7/u4WGNusvEfZxYZA==;01/11/2025 08:12;80;Maple Bear Atibaia - Ressaca I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;27894761000190;Rua José Rodrigues Da Cunha;Ressaca;12945003;Atibaia;SP;Sudeste;1185558457;rosicler.vieira@maplebear.com.br;MAPLE BEAR ATIBAIA EDUCACAO INFANTIL E FUNDAMENTAL LTDA;;Ativa;Concluído;🔴;Year 5;Avanço Year 06;Alta Performance;;2001,84;
c4045f28-fb95-ee11-be37-000d3a889d88;0PB1EjH4guxYFWJYPLhnDoUYdCznG91lzK0ww5qVdC8UxXeHnILo10hv9dCpt7ypD/IS71LbeoCR2SY5l+HhsQ==;03/11/2025 18:39;267;Maple Bear Caruaru - Universitário I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;37968578000146;Rua Adalgisa Nunes da Paz;Universitário;55016635;Caruaru;PE;Nordeste;8134795538;joao.santana@maplebear.com.br;CANADIAN INTERNATIONAL SCHOOL LTDA;MAPLE BEAR CARUARU;Ativa;Concluído;🟢;SK;Avanço Year 01;Potente;;2050,00;
e0045f28-fb95-ee11-be37-000d3a889d88;K8ySNvx9pTWuJ7b376gqeH8Aq8QGh+PmrZxd9HHLYs2JygB7vko1jkmQjAEkdlgbm8lJ6iTDhiR7icMjMbMRGA==;01/11/2025 08:13;713;Maple Bear Cascavel - Centro I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;50436444000142;Rua Rafael Picoli;Country;85813220;Cascavel;PR;Sul;4531971208;CONTABILIDADE@EP3GESTAO.COM.BR;ESCOLA CANADENSE DE CASCAVEL LTDA;MAPLE BEAR CASCAVEL;Ativa;Concluído;🔴;SK;Avanço Year 01;Alerta;;2176,00;
fc045f28-fb95-ee11-be37-000d3a889d88;43qYsNYqsZlUBNkdBbEdvQajxDGaLtRkfdE46MI44K5oQixazCwMExRMO6qn4xFj5R10kNR7nbT5wfhA1P9vmg==;01/11/2025 08:13;14;Maple Bear Fortaleza - José De Alencar I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;11509217000148;Rua Rafael Tobias - Até 1999/2000;Jose De Alencar;60833196;Fortaleza;CE;Nordeste;8533124058;mbf@maplebearfortaleza.com.br;ESCOLA CANADENSE DE FORTALEZA LTDA;ESCOLA MAPLE BEAR FORTALEZA;Ativa;Agendado;🔴;Year 11;Avanço Year 12;Desenvolvimento;;3227,75;
3a055f28-fb95-ee11-be37-000d3a889d88;4DD5VviA7NYN+Bi5NEKYGaYlHzokM+5sgaXilk8u0OWbiMBxwhYSw/+CygXpgsdtUmtg5xxYov1y1645WM4JqA==;01/11/2025 08:13;89;Maple Bear Guarujá - Enseada I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;31663914000166;Avenida Dom Pedro I - Até 845/846;Jardim Tejereba;11440000;Guarujá;SP;Sudeste;1333716515;guaruja@maplebear.com.br;Talex Mb Educação Infantil Ltda;;Ativa;Concluído;🔴;Year 4;Avanço Year 05;Desenvolvimento;;2489,92;
56055f28-fb95-ee11-be37-000d3a889d88;keboX9+PyIkKzjFAu0XSqJvpaBhXwmU0JLs8sxy+WSPz9dEvvXI7rGayw4TXVf1Acn5Xv9Xnb/HwfE8URHHDXQ==;01/11/2025 08:13;98;Maple Bear Mogi Das Cruzes - Vila Oliveira I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;09289121000170;Rua Marquês de Olinda;Vila Oliveira;08790510;Mogi das Cruzes;SP;Sudeste;1147266498;atendimento@maplebearmogi.com.br;Bilingual And Culture Development Centre Ltda;CANADIAN INTERNATIONAL SCHOOL OF SAO PAULO;Ativa;Concluído;🔴;Year 12;Cumpre todos os segmentos;Alta Performance;;3266,23;
72055f28-fb95-ee11-be37-000d3a889d88;6BVwliDfQb7ftesEIi7l68vexXMmnfRdoV2lIpY3qCxUiosWFGaah35BvU/ApIdRvdhgptF6U7H+cxQxWx7+5Q==;01/11/2025 08:13;35;Maple Bear Pouso Alegre - Fátima I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;19189127000129;R Orvieto Butti;Fatima Ii;37553578;Pouso Alegre;MG;Sudeste;3534236336;pousoalegre@maplebear.com.br;Canadian School Pouso Alegre Eireli - Me;MAPLE BEAR CANADIAN SCHOOL POUSO ALEGRE;Ativa;Concluído;🔴;Year 7;Avanço Year 08;Alerta;;2848,63;
8f055f28-fb95-ee11-be37-000d3a889d88;S5N4u+gVUGvMceVejFWciTdOGy+KfMPLBy+jXMTN4Nc/LQR6eV+aqHrUNkCQl1c9Q0NFucnXrcQA6H6t0zGk6w==;01/11/2025 08:13;104;Maple Bear Ribeirão Preto - Bonfim Paulista I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;04218486000190;Via Doutor Luiz Carlos Bianchi;Bonfim Paulista;14110000;Ribeirão Preto;SP;Sudeste;1636202245;robson.andrade@maplebear.com.br;Ottawa Educação Ltda;;Ativa;Concluído;🔴;Year 11;Avanço Year 12;Desenvolvimento;;2869,06;
ab055f28-fb95-ee11-be37-000d3a889d88;cZ7887oHXmimT0MQknStKacGe+TmQ87L4ZKB1KneVd4NjaRVYoLFkkxc9slMvaIEfrM+uCjsJj9M5CrfgCYtrg==;01/11/2025 08:13;146;Maple Bear São Paulo - Alto De Pinheiros I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;12460233000156;Avenida Padre Pereira de Andrade;Boaçava;05469000;São Paulo;SP;Sudeste;1130215592;infantil.pinheiros@maplebear.com.br;MANB EDUCACAO INFANTIL E FUNDAMENTAL LTDA;MAPLE BEAR ALTO DE PINHEIROS;Ativa;Concluído;🔴;;Não avança;Alerta;;3537,02;
c8055f28-fb95-ee11-be37-000d3a889d88;hcI6D1A2BIjh+vWB3i/0y526wIEoTyMvP+cRlMUz1O+E9a7dzBgjrszOIH52KdBOxIx2Crk9MV9BDBOVHrxHxg==;01/11/2025 08:13;642;Maple Bear São Paulo - Casa Verde I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;53510509000140;Rua Jaguarete;Casa Verde;02515010;São Paulo;SP;Sudeste;1122711111;CRUZEIRO_SUL@UOL.COM.BR;ESCOLA CANADENSE DA CASA VERDE LTDA;MAPLE BEAR CASA VERDE;Ativa;Concluído;🔴;Year 2;Avanço Year 03;Alerta;;2224,17;
e4055f28-fb95-ee11-be37-000d3a889d88;j6jiTvQyxvKpHmMvo6EnatS6NCDhEuno1cvSJMy7U6TOxWk14FxThfwF0YCy9G/Z8GjmZogvGgvOu2CfRGuGww==;23/09/2025 23:17;739;Maple Bear São Paulo - Pompéia II;Joao Felipe Gutierrez de Freitas;Operando;Franquia;33681926000149;Rua Raul Pompéia;Vila Pompéia;05025011;São Paulo;SP;Sudeste;1198335682;pompeia@maplebear.com.br;Wbear Educação Ltda. Epp;MAPLE BEAR POMPEIA;Ativa;Agendado;🔴;Year 5;Avanço Year 06;Potente;;3303,45;
00065f28-fb95-ee11-be37-000d3a889d88;H+F3lYwBCA6LwgQLlnABO8/AoyLOmHvAn1t35omXRE1KjNOb4xxZN3aGg4xCAeX+33JRXqHoJWTslrSJY8hznw==;01/11/2025 08:13;131;Maple Bear São Paulo - Tatuapé II;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;60597044004160;Rua Antônio de Barros;Vila Carrão;03401001;São Paulo;SP;Sudeste;1138732911;ADRIANO.ARRUDA@LIGASOLIDARIA.ORG.BR;Liga Das Senhoras Catolicas De São Paulo;COLEGIO SANTA AMALIA MAPLE BEAR II - ENSINO BILINGUE;Ativa;Agendado;🔴;Year 12;Cumpre todos os segmentos;Desenvolvimento;;4099,09;
1d065f28-fb95-ee11-be37-000d3a889d88;u8H5/mCe8pDxGZHDqfHJPOyPS77CK+04gpk0jlktNJDCiVjKGTxLVRqtM1XcYErJeY1jMcYNzbvGLJpb4pFvWg==;01/11/2025 08:13;695;Maple Bear São Paulo - Vila Mascote I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;28364985000153;Rua Itagyba Santiago;Vila Alexandria;04635050;São Paulo;SP;Sudeste;1123858581;vilamascote@maplebear.com.br;Escola Canadense De São Paulo Ltda.;MAPLE BEAR VILA MASCOTE;Ativa;Agendado;🔴;Year 5;Avanço Year 05;Desenvolvimento;;3368,49;
324e572e-fb95-ee11-be37-000d3a889d88;ngAQFsAZJezzFoqcsixOPtywNq3IwW/ivFJGYDQY+ZoWwE9Z9Q09hnM5b8T8OdYWKo2aYsWKZB5a1UscCVftQw==;01/11/2025 08:13;149;Maple Bear Belo Horizonte - Sagrada Família I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;36413603000162;Rua São Marcos;Sagrada Família;31035450;Belo Horizonte;MG;Sudeste;;paulo.pacheco@maplebear.com.br;ESCOLA CANADENSE BH. SAGRADA FAMILIA S.A.;MAPLE BEAR CANADIAN SCHOOL BH/SAGRADA FAMILIA;Ativa;Agendado;🔴;Year 2;Avanço Year 03;Potente;;2781,43;
4f4e572e-fb95-ee11-be37-000d3a889d88;9VN1Epjk5T56Hoch9H5tlBJ0/uDSxUrzyOpPdIF6JxCTM/CSqQZ1L2CHsbBk+WfvIIjKs4EROqHvsTPBrGKSFw==;03/11/2025 12:14;163;Maple Bear Bragança Paulista I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;32104752000199;Avenida Lyrss Godinho De Siqueira;Residencial Floresta São Vicente;12919526;Bragança Paulista;SP;Sudeste;1140323350;rosana.braga@maplebear.com.br;SOUZA BRAGA INSTITUICAO DE ENSINO LTDA;SP BRAGANÇA PAULISTA - RESIDENCIAL FLORESTA SÃO VICENTE I;Ativa;Agendado;🔴;Year 4;Avanço Year 05;Alerta;;2801,14;
6b4e572e-fb95-ee11-be37-000d3a889d88;YWRfsykj86TkEWN5GpumN2M2xy5OkaaNdNfJcgra8J8VHDFCgEn7vXIFtjqCVCTYhVnY3o7u6JXjqrYG6Q4FdQ==;03/11/2025 18:57;269;Maple Bear Lavras - Cidade Da Serra I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;22070643000144;Avenida Projetada 2;Loteamento Cidade Da Serra;37206837;Lavras;MG;Sudeste;3536942120;alysson.carvalho@gammon.br;INSTITUTO PRESBITERIANO GAMMON;GAMMON;Ativa;Concluído;🔴;SK;Avanço Year 01;Desenvolvimento;;1671,69;
874e572e-fb95-ee11-be37-000d3a889d88;YvV6mqh4vQ2GIGhYLTBlgWKbp50zG/caCkZfZULnF8/KyQa4kIrE5AjHD/SrXKpJvVvci9vr9wiGFYDfPTZ4xw==;01/11/2025 08:14;691;Maple Bear Lucas Do Rio Verde - Alvorada I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;41157601000270;Rua Umuarama;Menino Deus;78466525;Lucas do Rio Verde;MT;Centro-Oeste;6599367684;MONIQUE.LEPPER@MAPLEBEAR.COM.BR;Escola Canadense De Nova Mutum Ltda;MAPLE BEAR LUCAS DO RIO VERDE;Ativa;Agendado;🔴;Year 1;Avanço Year 02;Alerta;;1946,90;
a24e572e-fb95-ee11-be37-000d3a889d88;4EhYxidoBbLmd07Ns0hQiN8wegznFD4rzdGdwZtvUoiqomRzPNJFOZkQhVtGga8v244HBMfqNkDW2Hk/x/GMyA==;01/11/2025 08:14;812;Maple Bear Maceió - Jatiúca I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;50992279000105;Avenida João Davino;Mangabeiras;57037590;Maceió;AL;Nordeste;8291911954;maceio@maplebear.com.br;INOVA EDUCACAO ALAGOAS;AL MACEIÓ - MANGABEIRAS I;Ativa;Concluído;🟢;Year 7;Avanço Year 08;Alta Performance;;2680,79;
be4e572e-fb95-ee11-be37-000d3a889d88;K1Rwmjafx5lM5X5r2Y7H8gvccEwx0m5zf8LnE8vkIXOWJflIkdx7JvNi7Q2aAbjklxMeT/yml8GBQyQAS82F6g==;01/11/2025 08:14;55;Maple Bear Niterói - São Francisco I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;31028034000118;Rua Major Froes;São Francisco;24365030;Niterói;RJ;Sudeste;2136292536;saofrancisco@maplebear.com.br;Colégio Canadense Niterói Ltda;COLEGIO CANADENSE NITEROI LTDA;Ativa;Concluído;🔴;Year 6;Avanço Year 07;Desenvolvimento;;3195,92;
da4e572e-fb95-ee11-be37-000d3a889d88;XuXot6alBTX453Y3JAEXAOwpxcQ01o/dXO6t5J0c+jffLje1MmFf4wNkGBXZKQdCFSWHqCp1V0/zqAU1rqhjCw==;04/11/2025 18:56;296;Maple Bear Nova Iguaçu - Centro I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;42312841000184;Rua Luís Tomás;Luz;26256100;Nova Iguaçu;RJ;Sudeste;2124133797;henrique.fraga@maplebear.com.br;HRJ ESCOLA LTDA;MAPLE BEAR NOVA IGUACU;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Potente;;2377,26;
f74e572e-fb95-ee11-be37-000d3a889d88;Le2oES7tFpsszXPq1HmoKkj+sX40rhwVdyuQZZZEZaeNF+G78nUtReQEh4gCApf3iWazygqzcqyxguFiM1kjqA==;01/11/2025 08:14;304;Maple Bear Passo Fundo - Vila Luiza I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;43089529000136;Rua João Biazuz;Vila Luiza;99072820;Passo Fundo;RS;Sul;5491716218;CONTATO.PASSOFUNDO@MAPLEBEAR.COM.BR;Escola Canadense De Passo Fundo Ltda;MAPLE BEAR PASSO FUNDO;Ativa;Agendado;🔴;Year 2;Avanço Year 03;Alerta;;2448,96;
124f572e-fb95-ee11-be37-000d3a889d88;/9HMxw1ktf68JhZUA5nJx7mDMmyYOG6tBhTXU35y5TRXEWjKyV+cpRnxS/hGWlyp3GHFapo75sgJcp/MTUzOZg==;01/11/2025 08:14;68;Maple Bear Porto Velho - Olaria I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;15896152000191;Avenida Calama;Olaria;76801309;Porto Velho;RO;Norte;6930261516;portovelho@maplebear.com.br;MONNA HOLANDA SERVICOS DE EDUCACAO LTDA;MAPLE BEAR PORTO VELHO;Ativa;Concluído;🔴;Year 12;Cumpre todos os segmentos;Alta Performance;;2321,72;
2e4f572e-fb95-ee11-be37-000d3a889d88;C6nWKRu/WH/ObgYmZRQjZqZ6ls8yArG52YfGcUF+X7g/HStGqeuGtoIq6Fto33kU3/Ori79/WEFWEEudKvj85Q==;03/11/2025 11:37;162;Maple Bear Rio Claro - Centro I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;34073962000192;Avenida 14;Centro;13500470;Rio Claro;SP;Sudeste;1935224402;administrativo.rioclaro@maplebear.com.br;MBRC ESCOLA CANADENSE LTDA;;Ativa;Agendado;🔴;Year 3;Avanço Year 04;Alta Performance;;2302,13;
4a4f572e-fb95-ee11-be37-000d3a889d88;FfmGHSfUonTYW0LDwNPPRJJiud/zIgHrkAI18Xnw5Idj/4t61bgaaoM848eUN7vw94aYnEIhkgSw/a50Dds4FA==;01/11/2025 08:14;13;Maple Bear Salvador - Canela I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;31011730000111;Rua Marechal Floriano;Canela;40110010;Salvador;BA;Nordeste;7191923005;maplebearcanela@gmail.com;Schwenck Serviços Educacionais Ltda;MAPLE BEAR CANELA;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Potente;;2972,76;
664f572e-fb95-ee11-be37-000d3a889d88;n9fxnoSCRo7UWUI4lphvFBqRd+lW+2b8Qbe7xXl5b6dCH4fkS2JGW7JJeuJcN91qioWvEAiC9TpoPxalokLLRQ==;01/11/2025 08:14;107;Maple Bear Santa Bárbara D'Oeste - Jardim Mollon I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;23556181000132;Rua Do Osmio;Jardim Mollon;13456625;Santa Bárbara D'Oeste;SP;Sudeste;1931990087;sboamericana@maplebear.com.br;CENTRO EDUCACIONAL CANADENSE BILINGUE LTDA;SP SANTA BÁRBARA D'OESTE - JARDIM MOLLON I;Ativa;Agendado;🔴;Year 7;Avanço Year 08;Potente;;2499,45;
834f572e-fb95-ee11-be37-000d3a889d88;yFt2Fcnb32TMoWSzSf8snIDz8kG2cRKQuXWKEUPeHwubYbJ1YNoK+4J4QGx5vRkZgZ+tGccrDM8CKPM6wWoFUQ==;01/11/2025 08:14;115;Maple Bear Santana De Parnaíba - Alphaville I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;07080893000171;Avenida Doutor Dib Sauaia Neto Saturno;Alphaville;06541010;Santana de Parnaíba;SP;Sudeste;1141530033;atendimento@fernaogaivota.com.br;Fernao Gaivota Sociedade Educacional E Pedagogica Ltda;SP SÃO PAULO - ALPHAVILLE I;Ativa;Agendado;🔴;Year 12;Cumpre todos os segmentos;Alerta;;3707,46;
a34f572e-fb95-ee11-be37-000d3a889d88;sAHZPHm0F8cUTFcI7EZ8ZjVrN76kAkSZ40gemM1+Vh+QEY4EDPGHDoF3EHpdLjei/cshXV+2evn34s1y+G3SqA==;04/11/2025 13:38;160;Maple Bear São Luis - Jardim Renascença I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;10463233000184;Avenida Vales;Jardim Renascença;65075660;São Luis;MA;Nordeste;9821095000;saoluis@maplebear.com.br;ESCOLA BILINGUE DO MARANHAO LTDA;MAPLE BEAR SAO LUIS;Ativa;Concluído;🔴;Year 12;Cumpre todos os segmentos;Alta Performance;;3683,48;
c14f572e-fb95-ee11-be37-000d3a889d88;t6SNK9fCAic7kuxOZtTXcofOAUxzN6QaZzRU9Hg2s325ae+kC+5VTQUC/P/prBOrcZywB07nqHS59zDnClC0gA==;01/11/2025 08:14;165;Maple Bear São Paulo - Granja Julieta II;Joao Felipe Gutierrez de Freitas;Operando;Franquia;11413825000588;Rua São Benedito;Santo Amaro;04735002;São Paulo;SP;Sudeste;1121480150;granjajulieta@maplebear.com.br;ASSOCIACAO A NATUREZA DO ENSINO;SP SÃO PAULO - GRANJA JULIETA II;Ativa;Concluído;🔴;Year 6;Avanço Year 07;Potente;;4507,00;
dd4f572e-fb95-ee11-be37-000d3a889d88;/hHZM/Dqtd7CFhks+YJrLDCazGmov3pyx+3XOrsUotlRM5ySNyfAyybfHua349aMnu4ujfj0TzIuDLJ+yl+ADQ==;01/11/2025 08:14;47;Maple Bear Teresina - Morada Do Sol I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;12402770000140;Rua Professora Adalgisa Paiva;Morada Do Sol;64056490;Teresina;PI;Nordeste;8632116776;teresina@maplebear.com.br;Sociedade Educacional Clementino Siqueira Ltda;PI TERESINA - MORADA DO SOL I;Ativa;Concluído;🔴;Year 8;Avanço Year 09;Potente;;2597,43;
f94f572e-fb95-ee11-be37-000d3a889d88;e8ChfiYz/QSoyrFtlt1GMVJbDSUNYw24do5QiZ7OjZlnl8Z7sa3UB5C2cDTVxpUerzWdhYcA40xibpuHXwYF+g==;01/11/2025 08:14;156;Maple Bear Três Lagoas - Quinta Da Lagoa I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;35248824000160;Rua Antônio Mendes;Parque das Mangueiras;79611211;Três Lagoas;MS;Centro-Oeste;6781210157;treslagoas@maplebear.com.br;COLEGIO BILINGUE MB TRES LAGOAS LTDA;MS TRÊS LAGOAS - QUINTA DA LAGOA;Ativa;Agendado;🔴;Year 3;Avanço Year 04;Potente;;2216,72;
1550572e-fb95-ee11-be37-000d3a889d88;DmW07YgDaBMTZKHH+bIT6zD4cqt9QpRAoyBN6H0V/UAUQOEbk+vMhsJqk++kx8SRHnNVgLzxXR+ZvkP090rqFQ==;01/11/2025 08:14;719;Maple Bear Barretos - Campos Do Conde I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;48241002000107;Avenida 19;América;14783063;Barretos;SP;Sudeste;1781161334;CLARAGALLETI@HOTMAIL.COM;Mb Barretos Empreendimentos Educacionais Ltda. Me;MAPLE BEAR BARRETOS;Ativa;Agendado;🔴;Year 1;Avanço Year 02;Potente;;2030,06;
4b50572e-fb95-ee11-be37-000d3a889d88;J3wLNXrF51MIOG0oXkOIQ3xmyDgSSefIkLN2WRJs6um8myxKqmhG5TzV+qnxOC/9jXwWbF+kiJQ6cj6JLzvOqA==;01/11/2025 08:14;645;Maple Bear Caxias Do Sul - Santa Catarina I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;44034235000170;Rua Jacob Luchesi;Santa Catarina;95032000;Caxias Do Sul;RS;Sul;4403423500;ATENDIMENTO@CAXIAS.MAPLEBEAR.COM.BR;Mb Educação Escola De Ensino Infantil E Fundamental Ltda. Me;ESCOLA DE EDUCACAO INFANTIL MB CAXIAS;Ativa;Concluído;🔴;Year 1;Avanço Year 02;Desenvolvimento;;1882,62;
6850572e-fb95-ee11-be37-000d3a889d88;DlY4XArgjVeoA7/VaswyEhnRpgyZqOwXWYSMYB48NFSmKy83eXL8NvRNEg4MkXhn+4DJX5FRWs08wLcMrnmNrA==;04/11/2025 17:49;293;Maple Bear Divinópolis - Centro I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;42033677000176;Rua São Paulo;Centro;35500006;Divinópolis;MG;Sudeste;3199223512;divinopolis@maplebear.com.br;COLEGIO CANADENSE MAPLE DIVINOPOLIS LTDA;MAPLE BEAR DIVINOPOLIS;Ativa;Agendado;🔴;Year 1;Avanço Year 02;Alerta;;1416,53;
8450572e-fb95-ee11-be37-000d3a889d88;MuU4hCmuBrqKVqAn7iXK2nQAxdZhL25+zIllrBlC2jk+aZCRW7DFFdOXqdCQqfX655iHYEOuaSrcHUNtP8B/gg==;01/11/2025 08:14;88;Maple Bear Guaratinguetá - Alberto Byington I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;33279418000139;Avenida Doutor Ariberto Pereira Da Cunha;Residencial Alberto Byington;12515241;Guaratinguetá;SP;Sudeste;1292055110;contato.guaratingueta@maplebear.com.br;ESCOLA BILINGUE DE GUARATINGUETA LTDA;MAPLE BEAR GUARATINGUETA;Ativa;Agendado;🔴;Year 2;Avanço Year 03;Alerta;;2207,38;
