(Não Modificar) Conta;(Não Modificar) Soma de Verificação da Linha;(Não Modificar) Data de Modificação;ID da Escola;Nome da Escola;Status da Escola;Cluster;Carteira SAF;CNPJ;Logradouro Escola;Bairro Escola;CEP Escola;Cidade da Escola;Estado da Escola;Região da Escola;Telefone de Contato da Escola;E-mail da Escola
1251572e-fb95-ee11-be37-000d3a889d88;bTeghBmAZiqP9mf6Uixtftz+tnt/mb583Mkf2VG/kN8tZRUrCymTiA1dc6WNEo6bSePAq+cwL9InPi22QRKx9Q==;01/09/2025 08:11;778;Maple Bear Rondonópolis - Parque Sagrada Familia I;Operando;Implantação;TATIANE BARBOSA DOS SANTOS XAVIER;46517639000140;Rua Alcides Borges Nates;"Parque Sagrada
Família";78735389;Rondonópolis;MT;Centro-Oeste;6699848959;FERNANDO@ADVOCACIACARRENHO.COM.BR
3151572e-fb95-ee11-be37-000d3a889d88;Aop0HQ27Z4Vi3uNf8Inj7rXi2C5sMdhALQxLO1sPCNVYfSMO7RbzfYYEU54YnttIKn7E3I5DXp2e7oWq2H+tvw==;01/09/2025 08:11;121;Maple Bear São Paulo - Jaguaré I;Operando;Potente;Joao Felipe Gutierrez de Freitas;16569241000196;Avenida General Mac Arthur;Vila Lageado;05338000;São Paulo;SP;Sudeste;1137634596;jaguare@maplebear.com.br
5051572e-fb95-ee11-be37-000d3a889d88;WxOQKBGU+G0A8kNuztBgLg24sNVD2q69pBaVpTXnMqwQVXK6OVMi9x9Fb3DfE7t4rgyZVAIc6/s5Y6gjMtDZ+A==;26/08/2025 11:36;406;Maple Bear Sorocaba - Jardim São Carlos I;Operando;Potente;Joao Felipe Gutierrez de Freitas;08402789000119;R Elias Rodrigues Claro;Jardim Sao Carlos;18046390;Sorocaba;SP;Sudeste;1532212111;sorocaba@maplebear.com.br
7351572e-fb95-ee11-be37-000d3a889d88;kYCvNboQLT/RLSwaW7yoVx7yEEdWyQkAsCRcRjA/DDuv4bL2cAOAiepNUTG5CqMeig3la4orIUvy46N/5+MJOw==;05/09/2025 14:02;41;Maple Bear Sorriso - Residencial Copenhagen I;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;31329320000113;Rua Amsterdã;Residencial Copenhagen;78891273;Sorriso;MT;Centro-Oeste;6635447623;administrativo.sorriso@maplebear.com.br
9351572e-fb95-ee11-be37-000d3a889d88;db8/Tt3cv3byvsB5aYT9EfN68YLmm1GLblwblxq1c5lLW2kPe6c+8lCUby5c6la5WncwUNMBkFhlXNpWM2Z3OQ==;01/09/2025 08:12;140;Maple Bear Taboão Da Serra - Parque Assunção;Operando;Potente;Joao Felipe Gutierrez de Freitas;34565436000140;Rua das Camélias;Parque Assunção;06754110;Taboão da Serra;SP;Sudeste;1145582555;fernando.costa@maplebear.com.br
b151572e-fb95-ee11-be37-000d3a889d88;bSNicUXWmT6/Nu3h4Z0InggzkgkHnymXHa6PbCYwXptiGlWO9T5EAi7958Il+AEAE8ud9JSd9S5fOuqKNkWheQ==;01/09/2025 08:12;141;Maple Bear Taubaté - Jardim Das Nações I;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;22534866000115;Avenida Charles Schnneider;Parque Senhor do Bonfim;12040001;Taubaté;SP;Sudeste;1297931655;atendimento@maplebeartaubate.com.br
cd51572e-fb95-ee11-be37-000d3a889d88;QoZJWcZztfRDITN69oAZvOxE2uaTKA17ZF0/8/ZG76v1idVlIbyrlIQgCfnHUXkCbaJD+4Ct7KtPIV/wYqJwBg==;01/09/2025 08:12;77;Maple Bear Aldeia Da Serra - Morada Dos Lagos I;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;35014636000177;Avenida Real;Residencial Morada dos Lagos;06429200;Barueri;SP;Sudeste;1147238404;aldeiadaserra@maplebear.com.br
e951572e-fb95-ee11-be37-000d3a889d88;pFiuQtp3Qjd0ewbbMYTpP1IClnhMxzfHQyjPDk81hXtRVT2/mNDhFEQVNCbfLyOxSBXu7eQLCHNVNcV5i4RXwg==;05/09/2025 13:58;21;Maple Bear Anápolis - City I;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;11093607000180;Avenida S-005;Anápolis City;75096050;Anápolis;GO;Centro-Oeste;6230996130;pamella.gomes@maplebear.com.br
0552572e-fb95-ee11-be37-000d3a889d88;aRo7IE0EuYoBxhubVWVB95M4hxTLohxUnjdwIHxSoBlthUu8xr0rMX3agGji5i1ltyU0/zR86agg0QaiMMUxFA==;01/09/2025 08:12;79;Maple Bear Araraquara - Vila Harmonia I;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;35684948000198;Avenida Cazimiro Peres;Vila Harmonia;14802600;Araraquara;SP;Sudeste;1633361081;atendimento.araraquara@maplebear.com.br
2152572e-fb95-ee11-be37-000d3a889d88;58bSpUjr5UaPLeBiKSh+mgxieF3HrSq5W9fSfF7BCT5ozImtv6UK+32gt9JjVFHIAyr/R4fmfk052kbcoNcAKA==;01/09/2025 08:12;17;Maple Bear Cachoeiro Do Itapemirim - São Geraldo I;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;25116239000152;Rua Amélia Molinarolli Giro;São Geraldo;29314673;Cachoeiro Do Itapemirim;ES;Sudeste;2830272838;secretaria@maplebearcachoeiro.com.br
3d52572e-fb95-ee11-be37-000d3a889d88;RfY9rxRl04XBHmG5wINNz9sogPp8dX0jq3DDHLx4DVGCrFUVjkciNzrntalXM3udqZUB4w/o+tlD5KG5LVpVDA==;11/09/2025 18:56;271;Maple Bear Hortolândia - Parque Gabriel I;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;40780020000147;Avenida Fermino Maltarollo;Parque Gabriel;13186598;Hortolândia;SP;Sudeste;1141538846;SOCIETARIO@FSCONTROLLER.COM.BR
5a52572e-fb95-ee11-be37-000d3a889d88;5UPvYUVzO5ANZY6r2+eMITk/f484nggWI0biDizLNsd4w1GPS5oQ6ZdGWt3aOOkvImaQTnFzk7LfrO25+kvBcQ==;01/09/2025 08:12;275;Maple Bear Itapetininga - Jardim Colombo I;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;41521054000180;Rua Plínio Tambelli;Jardim Colombo;18206430;Itapetininga;SP;Sudeste;1996038577;itapetininga@maplebear.com.br
fa13a141-fb95-ee11-be37-000d3a889d88;LjRywKodn0oWUYvOIF8ktlLgtEYx3Sy9OUSD68zcNonfdU8/Du0AtTZhMCRIze1ljgyEaSCHXADuNdg8x+VVtw==;05/09/2025 14:01;9;Maple Bear Manaus - Ponta Negra II;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;31356119000206;Avenida Coronel Teixeira;Ponta Negra;69037000;Manaus;AM;Norte;9236432056;atendimento.pontanegra@nitonlins.br
3114a141-fb95-ee11-be37-000d3a889d88;nFwl38elT6X90ALrwr9FNIopXAWnJw6p40FDVFueqYeIYtuopq+3cJ60I8vLZrz5XTrVJCEQ8mTPfKs5rhZM0g==;01/09/2025 08:12;100;Maple Bear Paulínia - Morumbi I;Operando;Potente;Joao Felipe Gutierrez de Freitas;30976848000111;Avenida José Paulino;Morumbi;13140723;Paulínia;SP;Sudeste;1938744114;paulinia@maplebear.com.br
4d14a141-fb95-ee11-be37-000d3a889d88;zzLzYhM5ksrgTfJut7+aFnBeklyPwl+8TeosWXa3dNFexuKMDchX36/foxgj1ft39XscvpPT0JFYR7AZYK0FDA==;01/09/2025 08:12;102;Maple Bear Praia Grande - Canto Do Forte I;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;31342155000130;Avenida Rio Branco;Canto Do Forte;11700200;Praia Grande;SP;Sudeste;1332785900;secretariapg@maplebear.com.br
6b14a141-fb95-ee11-be37-000d3a889d88;gYdYbRFoqHivgXovVhpTQ0EbcCKafKNu+ta4t5TcHF7rM3B68KdvyPb/X3Mdy4m8RG3lZhPfNqPz2RNGlets6w==;01/09/2025 08:12;103;Maple Bear Presidente Prudente - Parque Residencial Dahma I;Operando;Potente;Joao Felipe Gutierrez de Freitas;21347139000186;Avenida Miguel Damha;Parque Residencial Damha;19053681;Presidente Prudente;SP;Sudeste;1639831272;prudente@maplebear.com.br
8b14a141-fb95-ee11-be37-000d3a889d88;hXpLMRzr/VtyKTqXT55rVGdOFUdV0OU4x+v3PTl9ahnD23X34FHQB46h5Vrdg1uhKCtr1Bb0coP+eCoF/zRkXw==;15/08/2025 16:29;621;Maple Bear Rio De Janeiro - Barra Da Tijuca II;Operando;Potente;Joao Felipe Gutierrez de Freitas;26304721000189;Rua Martinho De Mesquita;Barra Da Tijuca;22620220;Rio De Janeiro;RJ;Sudeste;2124801914;barradatijuca@maplebear.com.br
a714a141-fb95-ee11-be37-000d3a889d88;cehJmcFuWNesc5brwxoz7UkdGvKz1WEU2Wl60nYWZyM5cZ6y10iq3wyUXoOQD4D3mhN24wiQNMmu8vfz17f3CQ==;01/09/2025 08:12;110;Maple Bear São Bernardo Do Campo - Centro I;Operando;Potente;Joao Felipe Gutierrez de Freitas;15045234000122;Rua Dom Paulo Mariano;Nova Petrópolis;09770320;São Bernardo do Campo;SP;Sudeste;1149425260;keity@maplebear.com.br
c314a141-fb95-ee11-be37-000d3a889d88;W26jnZZ376BMoDhJMTZb38SMC9cBDP++KJyeT2eLK2gZdZ6/brV3VNQOoQLwuQC46wB4Xilg7+pd+Q161HF2Pw==;01/09/2025 08:13;113;Maple Bear São José Do Rio Preto - Redentora II;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;21909476000110;Rua Cleophas Beltran Silvente;Chácara Municipal;15090180;São José Do Rio Preto;SP;Sudeste;1732338892;redentora@maplebear.com.br
df14a141-fb95-ee11-be37-000d3a889d88;EKGi6C1qP91zs1lMAvEVF7Mo/ivtwyIfWkHp1IHDGQl3fqj2gmBYatXOUbn0txOhO8ckHfIHUtF6pZTum4htkQ==;01/09/2025 08:13;130;Maple Bear São Paulo - Santana II;Operando;Potente;Joao Felipe Gutierrez de Freitas;17206774000176;Rua Condessa Siciliano;Jardim São Paulo(Zona Norte);02044050;São Paulo;SP;Sudeste;1146373232;direcao.santana@maplebear.com.br
fd14a141-fb95-ee11-be37-000d3a889d88;n52hVrr7lGJ1z4hKRqzILaNunYk/nvD0vjlk++TOXYvXer9dbvjNfsidRl/sIWMo4F+1jK5K9i5bW22PNHcz/w==;01/09/2025 08:13;136;Maple Bear São Paulo - Vila Olímpia;Operando;Potente;Joao Felipe Gutierrez de Freitas;17013310000143;Avenida Doutor Cardoso de Melo;Vila Olímpia;04548003;São Paulo;SP;Sudeste;1130442851;vilaolimpia@maplebear.com.br
3515a141-fb95-ee11-be37-000d3a889d88;9jqnV9lazZ1Uamh+6NddnTWbhjbnCNw80XX9i4e4+QDJYvXKfuVWqxGz5zTI9eq4jvuYeTfMIanFpvN+rnWFyA==;01/09/2025 08:13;74;Maple Bear Florianópolis - Continente I;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;20913239000160;Rua Araci Vaz Callado;Canto;88070750;Florianópolis;SC;Sul;4830911934;florianopolis@maplebear.com.br
5115a141-fb95-ee11-be37-000d3a889d88;9hRUgFwlnEN+9WA9MuksMq9bZQu+k6G2uG7iF2RWHx+Dsjfas/PkMpJBBV3e3W+PXtlNKbbqpx2YWIgEkY+LXQ==;01/09/2025 08:13;294;Maple Bear Governador Valadares - Alto Esplanada I;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;41258921000136;Rua Dos Canários;Alto Esplanada;35064000;Governador Valadares;MG;Sudeste;;rh.gv@maplebear.com.br
6d15a141-fb95-ee11-be37-000d3a889d88;2cF5zlufMmPLfwor/NmO8IC8XYUWKme0nBmMii7MfNoNpg/JdGzknsRfsiccIfQLhfxcFjdtw8jxuNRjWAfdoA==;01/09/2025 08:13;736;Maple Bear Gramado - Planalto I;Operando;Implantação;TATIANE BARBOSA DOS SANTOS XAVIER;47172201000130;Joao Leopoldo Lied;Belverede;95670000;Gramado;RS;Sul;5199514454;MAPLEBEARGRAMADO@GMAIL.COM
8815a141-fb95-ee11-be37-000d3a889d88;JoXTtWf65f9w5LYRx+oqzaH9IWQdPXE5dVEW89QtZpXGlp5ikNGkcNwXcLssZeCrO/OTvt1pgTTPNLEzLatFYQ==;01/09/2025 08:13;97;Maple Bear Marília - Parque Das Esmeraldas I;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;26494903000160;Rua José De Abreu Neto;Parque Das Esmeraldas Ii;17516724;Marília;SP;Sudeste;1432218800;marilia@maplebear.com.br
a415a141-fb95-ee11-be37-000d3a889d88;VzVI4P4cMZPlk7FZYCVJkGl7XjJWrE6qpDB5ZaOhnkQ/wdIpwNUqYrzqMEbKjlcz4Gbdx8w2t406WxtSChHRKQ==;30/06/2025 20:08;815;Maple Bear Piracicaba - Vila Rezende II;Operando;Potente;Joao Felipe Gutierrez de Freitas;44565994000169;Avenida Dona Francisca;Vila Rezende;13405259;Piracicaba;SP;Sudeste;1933718100;FINANCEIRO.PIRACICABA@MAPLEBEAR.COM.BR
c115a141-fb95-ee11-be37-000d3a889d88;Kdb/3in8P5cYYOMQB74bMiWnMhJaSrkayTaI3lJWG9WnptNg/xI9jPybPuylxmlXiPeW8XNL7jedRHyWni8KPg==;01/09/2025 08:13;654;Maple Bear Poços De Caldas - Centro I;Operando;Potente;Joao Felipe Gutierrez de Freitas;47323844000137;Rua Padre Henry Mothon;Centro;37701009;Poços De Caldas;MG;Sudeste;1297220106;FMERLIN@PROSPEREDUCACIONAL.COM.BR
dc15a141-fb95-ee11-be37-000d3a889d88;ZL2zB5Ih25S6c2Jcu6Hy5tgQ/UVpKRCivOb8HFUy1MkzTcV2xB5knNzBtO1xdevJ00+J4Lz/X8M0nZwp3e7SQw==;12/09/2025 18:46;12;Maple Bear Salvador - Pituba I;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;15179690000831;Av. Professor Magalhães Neto;Pituba;41810012;Salvador;BA;Nordeste;7133405400;secretaria@acbeumaplebear.com.br
f815a141-fb95-ee11-be37-000d3a889d88;k1agOhE7pw60ifySqbbamHFlVNW8BbgGzwZTaGkos36BxBkLVU327fX7Kv5iimN8PODxO4/TSRCKPb1Luk1+Ag==;09/09/2025 13:35;114;Maple Bear São José Dos Campos - Serimbura I;Operando;Potente;Joao Felipe Gutierrez de Freitas;11388420000103;Avenida Linneu De Moura;Urbanova;12244380;São José Dos Campos;SP;Sudeste;1239213032;sjc@maplebear.com.br
1416a141-fb95-ee11-be37-000d3a889d88;7Wjj/5hYuIMfBLIAi1/WnxfWyxHGhNAjzmRAVfgQEGhKMFDpl//qeVKGY1wZg4xjlrLzh616nYDbqmoDlz6t7A==;01/09/2025 08:13;36;Maple Bear Uberaba - São Sebastião I;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;34222275000191;Rua Luiz Rodrigues Borges;Santa Marta;38061160;Uberaba;MG;Sudeste;3433122700;uberaba@maplebear.com.br
3016a141-fb95-ee11-be37-000d3a889d88;e4r/96dEuF/rSraCHUrrjk0vbSZ3gPRtW/UiLZlPmripzfzRUp6Jc0RpJJ/X5j/H4Hej4kLcj3bZx5I8u5rvcw==;11/09/2025 12:08;682;Maple Bear Araguari - Miranda I;Operando;Potente;Joao Felipe Gutierrez de Freitas;43995614000163;Rua Amélia Araújo;Sibipiruna;38445098;Araguari;MG;Sudeste;3432415920;GERENCIAADMINISTRATIVA@IMEPAC.EDU.BR
4b16a141-fb95-ee11-be37-000d3a889d88;FgKAsSJRZF8Uu4IRZlRJM1P/07SzXTKlE4p76jpQcP8G//iG+0a9kNx3EZHvaY8lAdaCo41g9HZNlFWvjuLJTA==;01/09/2025 08:13;42;Maple Bear Belém - Reduto I;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;19906531000176;Travessa Benjamim Constant;Reduto;66053040;Belém;PA;Norte;9193132818;belem@maplebear.com.br
6716a141-fb95-ee11-be37-000d3a889d88;gWhZoavBAfzfHxQ5gvjV1fTqL/uWHz9KHFzMtJhibMDxw3Vdn/Rd5iiJlmjh+4Bk5Ac+KsTo5lPLDAnQbC5iyg==;12/09/2025 18:53;10;Maple Bear Camaçari - Busca Vida I ;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;15179690001641;Rodovia BA-099;Catu de Abrantes (Abrantes);42825001;Camaçari;BA;Nordeste;7133405413;coordenacao.salvador@maplebear.com.br
8316a141-fb95-ee11-be37-000d3a889d88;GCeQPac2zA+gq1mnIQGkSd6EJMPCapKC1+qIsyg5aIYv3mg3fXy3KkSPeHTejF8JmQxY2cZk/RS9KD8knWdovA==;01/09/2025 08:13;490;Maple Bear Florianópolis - Ilha I;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;38095405000123;Avenida Mauro Ramos;Centro;88020302;Florianópolis;SC;Sul;1199972884;adm.floripailha@maplebear.com.br
9f16a141-fb95-ee11-be37-000d3a889d88;WljAJPGIBk1/oD4abpKrovla8tbrS9EmPyOZLhiL2KgG4cfHbGKFlqx99mIbCfFaodzCu1GtaBidWH4CvDkJcQ==;01/09/2025 08:14;258;Maple Bear Formosa - Jardim Califórnia I;Operando;Potente;Joao Felipe Gutierrez de Freitas;37886996000194;Avenida Circular;Jardim Califórnia;73813170;Formosa;GO;Centro-Oeste;;secretaria.formosa@maplebear.com.br
bc16a141-fb95-ee11-be37-000d3a889d88;MfOT624IpJsvqdf4b//G0R8ldiwW31Ff4emo+0owt32WDxZxOJCGNNlyG+uyYIYKavgJGl6eA4Nqvo0E4brYbQ==;01/09/2025 08:14;119;Maple Bear São Paulo - Granja Julieta I;Operando;Potente;Joao Felipe Gutierrez de Freitas;11413825000405;Rua Granja Julieta;Granja Julieta;04721060;São Paulo;SP;Sudeste;1121480150;granjajulieta@maplebear.com.br
d816a141-fb95-ee11-be37-000d3a889d88;l73YDgsLEn38qVJLNfXHxc/9YTNGJM04BWB0xTcF6CnFHmXm1jR5LVGMIWbgiOc7yC/IvaiqUAjPdDXKzQ+GWA==;01/09/2025 14:27;129;Maple Bear São Paulo - Santana I;Operando;Potente;Joao Felipe Gutierrez de Freitas;18361813000172;Rua Condessa Siciliano;Jardim São Paulo(Zona Norte);02044050;São Paulo;SP;Sudeste;1146373232;direcao.santana@maplebear.com.br
f416a141-fb95-ee11-be37-000d3a889d88;yL8adBl8xB+q/maEAzHbrKYMpWDro6GW6fmUznnBalj4cwy1nDNGckzahdFsDZ3Z9xp4ao2oiqM61/semco2Ng==;11/08/2025 18:12;123;Maple Bear São Paulo - Mooca I;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;18881087000119;Rua Coronel Joviniano Brandão;Vila Prudente;03127175;São Paulo;SP;Sudeste;1138812327;mooca.unidade1@maplebear.com.br
b8e1af60-c896-ee11-be37-000d3a889d88;oWAAy35NGwV0oBhRf0ZNQgUCKg1OOpdBOehFylanXaf4MBpDg8baM9br5lHDphzsW3MzNLVrwUwE+EMdyUnULw==;01/09/2025 08:14;701;Maple Bear Santos - Campo Grande;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;49756061000172;Rua Amazonas;Campo Grande;11075420;Santos;SP;Sudeste;1333856008;geiry.amaral@maplebear.com.br
1612245d-ca96-ee11-be37-000d3a889d88;5M1ParXEdzhP5/Zq4k/28Ac0c7B7tmWD7zsVtrs2jew9SibGjpeACD6y7on7XgW6VIk7QGGHu8MNM9cfG4YBhA==;01/09/2025 08:14;282;Maple Bear Rio De Janeiro - Botafogo II;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;26480901000200;Rua Bambina;Botafogo;22251050;Rio De Janeiro;RJ;Sudeste;2131950168;botafogo@maplebear.com.br
f1b77eff-d296-ee11-be37-000d3a889d88;QFLs9iSYuQiw+VDkU5YTLWn134w7bRr80kgtsYr0wqTDDQ0gHeIs16d9oqcx+RF55ijDU/onIm2z3OFFX856pA==;01/09/2025 08:14;27;Maple Bear Belo Horizonte - Gutierrez I;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;09211234000403;Rua Cônego Rocha Franco;Gutierrez;30441045;Belo Horizonte;MG;Sudeste;3132751111;belohorizonte@maplebear.com.br
70b6be0a-d496-ee11-be37-000d3a889d88;DWzVqyH+ZJCEo9yGFAYwO12vZffHC80yD4Z6mrvUVtUa9VDdmDKIMA9UbTihyBmUkuobiaKn3dTnLISwZruX3A==;01/09/2025 08:14;46;Maple Bear Recife - Aflitos I;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;12588034000390;Avenida Conselheiro Rosa E Silva;Espinheiro;52020220;Recife;PE;Nordeste;8134278800;recife@maplebear.com.br
0a15f169-c696-ee11-be37-000d3a88f98e;vcGBaAFLU2ZCGNYaye0rojU/LgLNU/3McHsmku9UVY3AKUbh9+Tl/RISx0S8HPaEgWnyrnqXMbdfy2Hd5S8qow==;01/09/2025 08:14;62;Maple Bear Rio De Janeiro - Recreio Dos Bandeirantes;Operando;Potente;Joao Felipe Gutierrez de Freitas;26959557000148;Rua Doutor Crespo;Recreio Dos Bandeirantes;22790670;Rio De Janeiro;RJ;Sudeste;2122405411;
d81f8c25-6997-ee11-be37-000d3a88f98e;sGejOxQEZI6Rg1L1cZPEC7fCHDMg9MEY68mA8RDp/kzhLG+ySF4LauJM8Sl7E3zwuoK0uuV1vBFAUS7dC8dw0g==;30/06/2025 12:32;751;Maple Bear Contagem - Três Barras II;Operando;Potente;Joao Felipe Gutierrez de Freitas;33908214000209;Rua Zaqueu;Três Barras;32041180;Contagem;MG;Sudeste;3196811207;DANIELLE@ACCOUNTASSESSORIA.COM.BR
5515e382-8cf3-ee11-a1fd-000d3a88fd4c;jRKnL/zmDBCs6mEwNXkx80wnVABBjfQJC+J4auCsb58HcoB1w9+ZuBOOtXC4aGzqDRzpOGYTGfgxmw13cS2P4A==;24/08/2025 16:16;669;Maple Bear Brasília - Asa Norte;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;47259678000238;SGAN 916;Asa Norte;70790160;Brasília;DF;Centro-Oeste;1639603944;raquel.nazario@asanorte.maplebear.com.br
2f110ca9-8ff3-ee11-a1fd-000d3a88fd4c;w6LYYvt0i3cq4JbM+DuABMKTALDF6RubA3KM+8C+HCjy5O5uXcYMJ+nL6zcg8AAItv1Mm2QWsPde5tlVPmqkQg==;01/09/2025 08:14;769;Maple Bear Cabo Frio - Palmeiras;Operando;Implantação;TATIANE BARBOSA DOS SANTOS XAVIER;52366636000155;Rua Paulo Burle;Palmeiras;28911280;Cabo Frio;RJ;Sudeste;2196412644;BIANCARDIR@GMAIL.COM
3238fcff-28f8-ee11-a1fe-000d3a88fd4c;j7Nm9KjT5T78nd3kEaqYkWR8SF4U0iaRpae2DvMzN12og4stMQWYGAd4LYgX03DFWAHAz0s9Gf+/TpZRuz91JA==;10/07/2025 19:35;286;Maple Bear São Paulo - Jardins II;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;31870109000103;Rua Coronel Paulino Carlos;Paraíso;04006040;São Paulo;SP;Sudeste;1198162255;guilherme@maplebearjardins.com.br
9b741a3c-2cf8-ee11-a1fe-000d3a88fd4c;fScWvlEARn9Sl513MC9XzAcu+/IcWG5CedqHOit7c96dOGlqwTSm99IifGVsBzxGLlPZob6A2Wn4g7pj3Hvt4w==;01/09/2025 08:14;125;Maple Bear São Paulo - Morumbi Paineiras I;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;30469108000199;Praça Lions Clube-Morumbi;Morumbi;05650010;São Paulo;SP;Sudeste;1196917977;Deborah.mello@maplebear.com.br
343cb941-2ef8-ee11-a1fe-000d3a88fd4c;IFYeDO6OmjoezKkrBd0huOqxJaUbwpbtvYb9EN2UOaQCeTP+ZLKuX8Kk/03lIN6MWD3F6sLJPTkj2FUOzn84nw==;01/09/2025 08:14;633;Maple Bear Goiânia - Plateau D'Or;Operando;Alta Performance;INGRID VANIA MAZZEI DE OLIVEIRA;11436205000483;Rua Amedeo Modigliani;Parque Cidade;74888118;Goiânia;GO;Centro-Oeste;6236260768;mariana.siqueira@maplebeargoiania.com.br
53334b35-43f8-ee11-a1fe-000d3a88fd4c;CsG51zqnjkm2ckgC2O5wwno8GIVjnVNuQi3sH2yz5PqDDO8jbDq5Dv8u0Wl/a1aoDQYC3gf6n33pHp4RFKu1MA==;01/09/2025 08:14;808;Maple Bear Boa Viagem;Operando;Implantação;TATIANE BARBOSA DOS SANTOS XAVIER;12588034000551;Rua Tenente João Cícero;Boa Viagem;51020190;Recife;PE;Nordeste;8134278859;CONTATO@REMCONSULT.COM.BR
90955f23-44f8-ee11-a1fe-000d3a88fd4c;DsxJHkQz4UMHo8xU7vP0zJi08Se/Ely1km90KPmflJ9F3QyqATcxwT5shxhWGdo/60neAKigYC7s2QeehWrRSQ==;01/09/2025 08:15;809;Maple Bear Bento Gonçalves;Operando;Implantação;TATIANE BARBOSA DOS SANTOS XAVIER;40171482000167;Alameda Fenavinho;Fenavinho;95703364;Bento Gonçalves;RS;Sul;5432256306;IVYSON@CONSTRUFARE.COM.BR
991bf1aa-45f4-ef11-be20-000d3a9d8585;nFkKvoQJdd0dpRaukPjPhbsUqXZM8cRog3huNGmb51FsvxFywRztxCF/lC02VJsojZjfzBpwEvv+WIKWwER4zQ==;12/09/2025 18:41;869;Maple Bear São Paulo - Morumbi Paineiras II (Clube);Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;48708633000185;Avenida Doutor Alberto Penteado;Jardim Sílvia (Zona Oeste);05678000;São Paulo;SP;Sudeste;1137747276;FINANCEIRO.MORUMBI@MAPLEBEAR.COM.BR
915e09f3-6c5a-ef11-bfe2-000d3ac03d6c;C8LkOIAQtl9QGbATOA25mBKouWZ1ECoYZtankhBnbXzVZB/U+cdQr1iARDsJOoyKVpxQo/2VtHnv+B7tW+BK0A==;15/08/2025 16:32;860;Maple Bear Valinhos - Joapiranga II;Operando;Potente;Joao Felipe Gutierrez de Freitas;13190959000189;Alameda Itahim;Joapiranga;13278510;Valinhos;SP;Sudeste;1938713545;contato@maplebearvalinhos.com.br
41dc5773-8bf3-ee11-a1fd-00224838374c;SlBx3mE4SsbFJH/7NUBgtArV3Zr95IJMG2V698UVhyzNz6GcaC+nXNBC7h1R5pfDR+dmpXOQqfOYGmRkwvLOKg==;01/09/2025 08:15;23;Maple Bear Goiânia - Alphaville;Operando;Alta Performance;INGRID VANIA MAZZEI DE OLIVEIRA;11436205000130;Rua Aurilândia;Residencial Alphaville Flamboyant;74884549;Goiânia;GO;Centro-Oeste;6232460776;monicasiqueira@maplebear.com.br
6f77b563-94f3-ee11-a1fd-00224838374c;ssrCoDcVgNTX2VckifwF5bQORO3CFGAzCvXpRAEyP8D9RFC2FR1G5pJe2cxL8bYbr/O0P8FhmYENemNEtjA6yg==;11/09/2025 12:43;672;Maple Bear Brasília - Sudoeste;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;47259678000157;Quadra Eqsw 303 304;Setor Sudoeste;70673350;Brasília;DF;Centro-Oeste;1639603944;LINHARES@SEBSA.COM.BR
b7914439-96f3-ee11-a1fd-00224838374c;7WoXWJMPKueEDVr8i9uwmdZ1oKyWTn3lJLjAj5TtcFaR1JzZbG/t6K0XZON/iyxEu5SW5ABSxY++TXw2GEkHIg==;01/09/2025 08:15;796;Maple Bear Guarapuava;Operando;Implantação;TATIANE BARBOSA DOS SANTOS XAVIER;52596014000113;Avenida dos Lagos;Cidade dos Lagos;85051035;Guarapuava;PR;Sul;4299773506;JEANFELDE@UOL.COM.BR
