ID da Escola;Nome da Escola;Carteira SAF;Status da Escola;Tipo de Escola;CNPJ;Logradouro Escola;Bairro Escola;CEP Escola;Cidade da Escola;Estado da Escola;Região da Escola;Telefone de Contato da Escola;E-mail da Escola;Razão Social;Nome Fantasia;Status CNPJ;Status Visita Liderança;Performance da Meta;Atual Série;Avançando de Segmento;Cluster;Ticket Médio;Toddle;Status da Escola (Repo);Cluster (Repo);Carteira SAF (Repo);CNPJ (Repo);Logradouro Escola (Repo);Bairro Escola (Repo);CEP Escola (Repo);Cidade da Escola (Repo);Estado da Escola (Repo);Região da Escola (Repo);Telefone de Contato da Escola (Repo);E-mail da Escola (Repo)
343.0;Maple Bear São Paulo - Chácara Klabin I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;127416540001550;Rua Mesquita;Vila Deodoro;1544010.0;São Paulo;SP;Sudeste;1132137003.0;klabin@maplebear.com.br;CANADIAN SCHOOL ENSINO BILINGUE LTDA;MAPLE BEAR KLABIN;Ativa;Concluído;🔴;Year 11;Avanço Year 12;Desenvolvimento;3859,69;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;12741654000155.0;Rua Mesquita;Vila Deodoro;1544010.0;São Paulo;SP;Sudeste;1132137003.0;klabin@maplebear.com.br
818.0;Maple Bear São Paulo - Pacaembu I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;426862430001750;Rua Traipu;Pacaembu;1235000.0;São Paulo;SP;Sudeste;1144796500.0;pacaembu@maplebear.com.br;Guarda De Documentos Da Escola Infantil Bilíngue Pacaembu Ltda. Me;SP SÃO PAULO - PACAEMBU I-Inativo;Ativa;Agendado;🔴;;Não avança;Desenvolvimento;3101,14;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;42686243000175.0;Rua Traipu;Pacaembu;1235000.0;São Paulo;SP;Sudeste;1144796500.0;pacaembu@maplebear.com.br
853.0;Maple Bear São Paulo - Panamby II;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;332540030001000;Rua Itapaiuna;Jardim Morumbi;5707001.0;São Paulo;SP;Sudeste;1137427534.0;panamby@maplebear.com.br;CANADIAN SCHOOL VILA ANDRADE LTDA;MAPLE BEAR CANADIAN SCHOOL VILA ANDRADE;Ativa;Agendado;;Year 4;Avanço Year 05;Desenvolvimento;;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;33254003000100.0;Rua Itapaiuna;Jardim Morumbi;5707001.0;São Paulo;SP;Sudeste;1137427534.0;panamby@maplebear.com.br
142.0;Maple Bear Valinhos - Joapiranga I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;239196840001250;Alameda Itahim;Joapiranga;13278510.0;Valinhos;SP;Sudeste;1938713545.0;contato@maplebearvalinhos.com.br;ESCOLA CANADENSE DE VALINHOS LTDA;MAPL E BEAR CANADIAN SCHOOL;Ativa;Concluído;🔴;Year 10;Avanço Year 11;Potente;3454,39;;Operando;Potente;Joao Felipe Gutierrez de Freitas;23919684000125.0;Alameda Itahim;Joapiranga;13278510.0;Valinhos;SP;Sudeste;1938713545.0;contato@maplebearvalinhos.com.br
80.0;Maple Bear Atibaia - Ressaca I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;278947610001900;Rua José Rodrigues Da Cunha;Ressaca;12945003.0;Atibaia;SP;Sudeste;1185558457.0;rosicler.vieira@maplebear.com.br;MAPLE BEAR ATIBAIA EDUCACAO INFANTIL E FUNDAMENTAL LTDA;;Ativa;Concluído;🔴;Year 5;Avanço Year 06;Alta Performance;2001,84;;Operando;Alta Performance;INGRID VANIA MAZZEI DE OLIVEIRA;27894761000190.0;Rua José Rodrigues Da Cunha;Ressaca;12945003.0;Atibaia;SP;Sudeste;1185558457.0;rosicler.vieira@maplebear.com.br
267.0;Maple Bear Caruaru - Universitário I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;379685780001460;Rua Adalgisa Nunes da Paz;Universitário;55016635.0;Caruaru;PE;Nordeste;8134795538.0;joao.santana@maplebear.com.br;CANADIAN INTERNATIONAL SCHOOL LTDA;MAPLE BEAR CARUARU;Ativa;Concluído;🟢;SK;Avanço Year 01;Potente;2050,00;;Operando;Potente;Joao Felipe Gutierrez de Freitas;37968578000146.0;Rua Adalgisa Nunes da Paz;Universitário;55016635.0;Caruaru;PE;Nordeste;8134795538.0;joao.santana@maplebear.com.br
713.0;Maple Bear Cascavel - Centro I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;504364440001420;Rua Rafael Picoli;Country;85813220.0;Cascavel;PR;Sul;4531971208.0;CONTABILIDADE@EP3GESTAO.COM.BR;ESCOLA CANADENSE DE CASCAVEL LTDA;MAPLE BEAR CASCAVEL;Ativa;Concluído;🔴;SK;Avanço Year 01;Alerta;2176,00;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;50436444000142.0;Rua Rafael Picoli;Country;85813220.0;Cascavel;PR;Sul;4531971208.0;CONTABILIDADE@EP3GESTAO.COM.BR
14.0;Maple Bear Fortaleza - José De Alencar I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;115092170001480;Rua Rafael Tobias - Até 1999/2000;Jose De Alencar;60833196.0;Fortaleza;CE;Nordeste;8533124058.0;mbf@maplebearfortaleza.com.br;ESCOLA CANADENSE DE FORTALEZA LTDA;ESCOLA MAPLE BEAR FORTALEZA;Ativa;Agendado;🔴;Year 11;Avanço Year 12;Desenvolvimento;3227,75;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;11509217000148.0;Rua Rafael Tobias - Até 1999/2000;Jose De Alencar;60833196.0;Fortaleza;CE;Nordeste;8533124058.0;mbf@maplebearfortaleza.com.br
89.0;Maple Bear Guarujá - Enseada I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;316639140001660;Avenida Dom Pedro I - Até 845/846;Jardim Tejereba;11440000.0;Guarujá;SP;Sudeste;1333716515.0;guaruja@maplebear.com.br;Talex Mb Educação Infantil Ltda;;Ativa;Concluído;🔴;Year 4;Avanço Year 05;Desenvolvimento;2489,92;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;31663914000166.0;Avenida Dom Pedro I - Até 845/846;Jardim Tejereba;11440000.0;Guarujá;SP;Sudeste;1333716515.0;guaruja@maplebear.com.br
98.0;Maple Bear Mogi Das Cruzes - Vila Oliveira I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;92891210001700;Rua Marquês de Olinda;Vila Oliveira;8790510.0;Mogi das Cruzes;SP;Sudeste;1147266498.0;atendimento@maplebearmogi.com.br;Bilingual And Culture Development Centre Ltda;CANADIAN INTERNATIONAL SCHOOL OF SAO PAULO;Ativa;Concluído;🔴;Year 12;Cumpre todos os segmentos;Alta Performance;3266,23;;Operando;Alta Performance;INGRID VANIA MAZZEI DE OLIVEIRA;9289121000170.0;Rua Marquês de Olinda;Vila Oliveira;8790510.0;Mogi das Cruzes;SP;Sudeste;1147266498.0;atendimento@maplebearmogi.com.br
35.0;Maple Bear Pouso Alegre - Fátima I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;191891270001290;R Orvieto Butti;Fatima Ii;37553578.0;Pouso Alegre;MG;Sudeste;3534236336.0;pousoalegre@maplebear.com.br;Canadian School Pouso Alegre Eireli - Me;MAPLE BEAR CANADIAN SCHOOL POUSO ALEGRE;Ativa;Concluído;🔴;Year 7;Avanço Year 08;Alerta;2848,63;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;19189127000129.0;R Orvieto Butti;Fatima Ii;37553578.0;Pouso Alegre;MG;Sudeste;3534236336.0;pousoalegre@maplebear.com.br
104.0;Maple Bear Ribeirão Preto - Bonfim Paulista I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;42184860001900;Via Doutor Luiz Carlos Bianchi;Bonfim Paulista;14110000.0;Ribeirão Preto;SP;Sudeste;1636202245.0;robson.andrade@maplebear.com.br;Ottawa Educação Ltda;;Ativa;Concluído;🔴;Year 11;Avanço Year 12;Desenvolvimento;2869,06;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;4218486000190.0;Via Doutor Luiz Carlos Bianchi;Bonfim Paulista;14110000.0;Ribeirão Preto;SP;Sudeste;1636202245.0;robson.andrade@maplebear.com.br
146.0;Maple Bear São Paulo - Alto De Pinheiros I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;124602330001560;Avenida Padre Pereira de Andrade;Boaçava;5469000.0;São Paulo;SP;Sudeste;1130215592.0;infantil.pinheiros@maplebear.com.br;MANB EDUCACAO INFANTIL E FUNDAMENTAL LTDA;MAPLE BEAR ALTO DE PINHEIROS;Ativa;Concluído;🔴;;Não avança;Alerta;3537,02;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;12460233000156.0;Avenida Padre Pereira de Andrade;Boaçava;5469000.0;São Paulo;SP;Sudeste;1130215592.0;infantil.pinheiros@maplebear.com.br
642.0;Maple Bear São Paulo - Casa Verde I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;535105090001400;Rua Jaguarete;Casa Verde;2515010.0;São Paulo;SP;Sudeste;1122711111.0;CRUZEIRO_SUL@UOL.COM.BR;ESCOLA CANADENSE DA CASA VERDE LTDA;MAPLE BEAR CASA VERDE;Ativa;Concluído;🔴;Year 2;Avanço Year 03;Alerta;2224,17;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;53510509000140.0;Rua Jaguarete;Casa Verde;2515010.0;São Paulo;SP;Sudeste;1122711111.0;CRUZEIRO_SUL@UOL.COM.BR
739.0;Maple Bear São Paulo - Pompéia II;Joao Felipe Gutierrez de Freitas;Operando;Franquia;336819260001490;Rua Raul Pompéia;Vila Pompéia;5025011.0;São Paulo;SP;Sudeste;1198335682.0;pompeia@maplebear.com.br;Wbear Educação Ltda. Epp;MAPLE BEAR POMPEIA;Ativa;Agendado;🔴;Year 5;Avanço Year 06;Potente;3303,45;;Operando;Potente;Joao Felipe Gutierrez de Freitas;33681926000149.0;Rua Raul Pompéia;Vila Pompéia;5025011.0;São Paulo;SP;Sudeste;1198335682.0;pompeia@maplebear.com.br
131.0;Maple Bear São Paulo - Tatuapé II;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;605970440041600;Rua Antônio de Barros;Vila Carrão;3401001.0;São Paulo;SP;Sudeste;1138732911.0;ADRIANO.ARRUDA@LIGASOLIDARIA.ORG.BR;Liga Das Senhoras Catolicas De São Paulo;COLEGIO SANTA AMALIA MAPLE BEAR II - ENSINO BILINGUE;Ativa;Agendado;🔴;Year 12;Cumpre todos os segmentos;Desenvolvimento;4099,09;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;60597044004160.0;Rua Antônio de Barros;Vila Carrão;3401001.0;São Paulo;SP;Sudeste;1138732911.0;ADRIANO.ARRUDA@LIGASOLIDARIA.ORG.BR
695.0;Maple Bear São Paulo - Vila Mascote I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;283649850001530;Rua Itagyba Santiago;Vila Alexandria;4635050.0;São Paulo;SP;Sudeste;1123858581.0;vilamascote@maplebear.com.br;Escola Canadense De São Paulo Ltda.;MAPLE BEAR VILA MASCOTE;Ativa;Agendado;🔴;Year 5;Avanço Year 05;Desenvolvimento;3368,49;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;28364985000153.0;Rua Itagyba Santiago;Vila Alexandria;4635050.0;São Paulo;SP;Sudeste;1123858581.0;vilamascote@maplebear.com.br
149.0;Maple Bear Belo Horizonte - Sagrada Família I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;364136030001620;Rua São Marcos;Sagrada Família;31035450.0;Belo Horizonte;MG;Sudeste;;paulo.pacheco@maplebear.com.br;ESCOLA CANADENSE BH. SAGRADA FAMILIA S.A.;MAPLE BEAR CANADIAN SCHOOL BH/SAGRADA FAMILIA;Ativa;Agendado;🔴;Year 2;Avanço Year 03;Potente;2781,43;;Operando;Potente;Joao Felipe Gutierrez de Freitas;36413603000162.0;Rua São Marcos;Sagrada Família;31035450.0;Belo Horizonte;MG;Sudeste;;paulo.pacheco@maplebear.com.br
163.0;Maple Bear Bragança Paulista I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;321047520001990;Avenida Lyrss Godinho De Siqueira;Residencial Floresta São Vicente;12919526.0;Bragança Paulista;SP;Sudeste;1140323350.0;rosana.braga@maplebear.com.br;SOUZA BRAGA INSTITUICAO DE ENSINO LTDA;SP BRAGANÇA PAULISTA - RESIDENCIAL FLORESTA SÃO VICENTE I;Ativa;Agendado;🔴;Year 4;Avanço Year 05;Alerta;2801,14;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;32104752000199.0;Avenida Lyrss Godinho De Siqueira;Residencial Floresta São Vicente;12919526.0;Bragança Paulista;SP;Sudeste;1140323350.0;rosana.braga@maplebear.com.br
269.0;Maple Bear Lavras - Cidade Da Serra I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;220706430001440;Avenida Projetada 2;Loteamento Cidade Da Serra;37206837.0;Lavras;MG;Sudeste;3536942120.0;alysson.carvalho@gammon.br;INSTITUTO PRESBITERIANO GAMMON;GAMMON;Ativa;Concluído;🔴;SK;Avanço Year 01;Desenvolvimento;1671,69;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;22070643000144.0;Avenida Projetada 2;Loteamento Cidade Da Serra;37206837.0;Lavras;MG;Sudeste;3536942120.0;alysson.carvalho@gammon.br
691.0;Maple Bear Lucas Do Rio Verde - Alvorada I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;411576010002700;Rua Umuarama;Menino Deus;78466525.0;Lucas do Rio Verde;MT;Centro-Oeste;6599367684.0;MONIQUE.LEPPER@MAPLEBEAR.COM.BR;Escola Canadense De Nova Mutum Ltda;MAPLE BEAR LUCAS DO RIO VERDE;Ativa;Agendado;🔴;Year 1;Avanço Year 02;Alerta;1946,90;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;41157601000270.0;Rua Umuarama;Menino Deus;78466525.0;Lucas do Rio Verde;MT;Centro-Oeste;6599367684.0;MONIQUE.LEPPER@MAPLEBEAR.COM.BR
812.0;Maple Bear Maceió - Jatiúca I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;509922790001050;Avenida João Davino;Mangabeiras;57037590.0;Maceió;AL;Nordeste;8291911954.0;maceio@maplebear.com.br;INOVA EDUCACAO ALAGOAS;AL MACEIÓ - MANGABEIRAS I;Ativa;Concluído;🟢;Year 7;Avanço Year 08;Alta Performance;2680,79;;Operando;Alta Performance;INGRID VANIA MAZZEI DE OLIVEIRA;50992279000105.0;Avenida João Davino;Mangabeiras;57037590.0;Maceió;AL;Nordeste;8291911954.0;maceio@maplebear.com.br
55.0;Maple Bear Niterói - São Francisco I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;310280340001180;Rua Major Froes;São Francisco;24365030.0;Niterói;RJ;Sudeste;2136292536.0;saofrancisco@maplebear.com.br;Colégio Canadense Niterói Ltda;COLEGIO CANADENSE NITEROI LTDA;Ativa;Concluído;🔴;Year 6;Avanço Year 07;Desenvolvimento;3195,92;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;31028034000118.0;Rua Major Froes;São Francisco;24365030.0;Niterói;RJ;Sudeste;2136292536.0;saofrancisco@maplebear.com.br
296.0;Maple Bear Nova Iguaçu - Centro I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;423128410001840;Rua Luís Tomás;Luz;26256100.0;Nova Iguaçu;RJ;Sudeste;2124133797.0;henrique.fraga@maplebear.com.br;HRJ ESCOLA LTDA;MAPLE BEAR NOVA IGUACU;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Potente;2377,26;;Operando;Potente;Joao Felipe Gutierrez de Freitas;42312841000184.0;Rua Luís Tomás;Luz;26256100.0;Nova Iguaçu;RJ;Sudeste;2124133797.0;henrique.fraga@maplebear.com.br
304.0;Maple Bear Passo Fundo - Vila Luiza I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;430895290001360;Rua João Biazuz;Vila Luiza;99072820.0;Passo Fundo;RS;Sul;5491716218.0;CONTATO.PASSOFUNDO@MAPLEBEAR.COM.BR;Escola Canadense De Passo Fundo Ltda;MAPLE BEAR PASSO FUNDO;Ativa;Agendado;🔴;Year 2;Avanço Year 03;Alerta;2448,96;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;43089529000136.0;Rua João Biazuz;Vila Luiza;99072820.0;Passo Fundo;RS;Sul;5491716218.0;CONTATO.PASSOFUNDO@MAPLEBEAR.COM.BR
68.0;Maple Bear Porto Velho - Olaria I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;158961520001910;Avenida Calama;Olaria;76801309.0;Porto Velho;RO;Norte;6930261516.0;portovelho@maplebear.com.br;MONNA HOLANDA SERVICOS DE EDUCACAO LTDA;MAPLE BEAR PORTO VELHO;Ativa;Concluído;🔴;Year 12;Cumpre todos os segmentos;Alta Performance;2321,72;;Operando;Alta Performance;INGRID VANIA MAZZEI DE OLIVEIRA;15896152000191.0;Avenida Calama;Olaria;76801309.0;Porto Velho;RO;Norte;6930261516.0;portovelho@maplebear.com.br
162.0;Maple Bear Rio Claro - Centro I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;340739620001920;Avenida 14;Centro;13500470.0;Rio Claro;SP;Sudeste;1935224402.0;administrativo.rioclaro@maplebear.com.br;MBRC ESCOLA CANADENSE LTDA;;Ativa;Agendado;🔴;Year 3;Avanço Year 04;Alta Performance;2302,13;;Operando;Alta Performance;INGRID VANIA MAZZEI DE OLIVEIRA;34073962000192.0;Avenida 14;Centro;13500470.0;Rio Claro;SP;Sudeste;1935224402.0;administrativo.rioclaro@maplebear.com.br
13.0;Maple Bear Salvador - Canela I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;310117300001110;Rua Marechal Floriano;Canela;40110010.0;Salvador;BA;Nordeste;7191923005.0;maplebearcanela@gmail.com;Schwenck Serviços Educacionais Ltda;MAPLE BEAR CANELA;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Potente;2972,76;;Operando;Potente;Joao Felipe Gutierrez de Freitas;31011730000111.0;Rua Marechal Floriano;Canela;40110010.0;Salvador;BA;Nordeste;7191923005.0;maplebearcanela@gmail.com
107.0;Maple Bear Santa Bárbara D'Oeste - Jardim Mollon I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;235561810001320;Rua Do Osmio;Jardim Mollon;13456625.0;Santa Bárbara D'Oeste;SP;Sudeste;1931990087.0;sboamericana@maplebear.com.br;CENTRO EDUCACIONAL CANADENSE BILINGUE LTDA;SP SANTA BÁRBARA D'OESTE - JARDIM MOLLON I;Ativa;Agendado;🔴;Year 7;Avanço Year 08;Potente;2499,45;;Operando;Potente;Joao Felipe Gutierrez de Freitas;23556181000132.0;Rua Do Osmio;Jardim Mollon;13456625.0;Santa Bárbara D'Oeste;SP;Sudeste;1931990087.0;sboamericana@maplebear.com.br
115.0;Maple Bear Santana De Parnaíba - Alphaville I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;70808930001710;Avenida Doutor Dib Sauaia Neto Saturno;Alphaville;6541010.0;Santana de Parnaíba;SP;Sudeste;1141530033.0;atendimento@fernaogaivota.com.br;Fernao Gaivota Sociedade Educacional E Pedagogica Ltda;SP SÃO PAULO - ALPHAVILLE I;Ativa;Agendado;🔴;Year 12;Cumpre todos os segmentos;Alerta;3707,46;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;7080893000171.0;Avenida Doutor Dib Sauaia Neto Saturno;Alphaville;6541010.0;Santana de Parnaíba;SP;Sudeste;1141530033.0;atendimento@fernaogaivota.com.br
160.0;Maple Bear São Luis - Jardim Renascença I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;104632330001840;Avenida Vales;Jardim Renascença;65075660.0;São Luis;MA;Nordeste;9821095000.0;saoluis@maplebear.com.br;ESCOLA BILINGUE DO MARANHAO LTDA;MAPLE BEAR SAO LUIS;Ativa;Concluído;🔴;Year 12;Cumpre todos os segmentos;Alta Performance;3683,48;;Operando;Alta Performance;INGRID VANIA MAZZEI DE OLIVEIRA;10463233000184.0;Avenida Vales;Jardim Renascença;65075660.0;São Luis;MA;Nordeste;9821095000.0;saoluis@maplebear.com.br
165.0;Maple Bear São Paulo - Granja Julieta II;Joao Felipe Gutierrez de Freitas;Operando;Franquia;114138250005880;Rua São Benedito;Santo Amaro;4735002.0;São Paulo;SP;Sudeste;1121480150.0;granjajulieta@maplebear.com.br;ASSOCIACAO A NATUREZA DO ENSINO;SP SÃO PAULO - GRANJA JULIETA II;Ativa;Concluído;🔴;Year 6;Avanço Year 07;Potente;4507,00;;Operando;Potente;Joao Felipe Gutierrez de Freitas;11413825000588.0;Rua São Benedito;Santo Amaro;4735002.0;São Paulo;SP;Sudeste;1121480150.0;granjajulieta@maplebear.com.br
47.0;Maple Bear Teresina - Morada Do Sol I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;124027700001400;Rua Professora Adalgisa Paiva;Morada Do Sol;64056490.0;Teresina;PI;Nordeste;8632116776.0;teresina@maplebear.com.br;Sociedade Educacional Clementino Siqueira Ltda;PI TERESINA - MORADA DO SOL I;Ativa;Concluído;🔴;Year 8;Avanço Year 09;Potente;2597,43;;Operando;Potente;Joao Felipe Gutierrez de Freitas;12402770000140.0;Rua Professora Adalgisa Paiva;Morada Do Sol;64056490.0;Teresina;PI;Nordeste;8632116776.0;teresina@maplebear.com.br
156.0;Maple Bear Três Lagoas - Quinta Da Lagoa I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;352488240001600;Rua Antônio Mendes;Parque das Mangueiras;79611211.0;Três Lagoas;MS;Centro-Oeste;6781210157.0;treslagoas@maplebear.com.br;COLEGIO BILINGUE MB TRES LAGOAS LTDA;MS TRÊS LAGOAS - QUINTA DA LAGOA;Ativa;Agendado;🔴;Year 3;Avanço Year 04;Potente;2216,72;;Operando;Potente;Joao Felipe Gutierrez de Freitas;35248824000160.0;Rua Antônio Mendes;Parque das Mangueiras;79611211.0;Três Lagoas;MS;Centro-Oeste;6781210157.0;treslagoas@maplebear.com.br
719.0;Maple Bear Barretos - Campos Do Conde I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;482410020001070;Avenida 19;América;14783063.0;Barretos;SP;Sudeste;1781161334.0;CLARAGALLETI@HOTMAIL.COM;Mb Barretos Empreendimentos Educacionais Ltda. Me;MAPLE BEAR BARRETOS;Ativa;Agendado;🔴;Year 1;Avanço Year 02;Potente;2030,06;;Operando;Potente;Joao Felipe Gutierrez de Freitas;48241002000107.0;Avenida 19;América;14783063.0;Barretos;SP;Sudeste;1781161334.0;CLARAGALLETI@HOTMAIL.COM
645.0;Maple Bear Caxias Do Sul - Santa Catarina I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;440342350001700;Rua Jacob Luchesi;Santa Catarina;95032000.0;Caxias Do Sul;RS;Sul;4403423500.0;ATENDIMENTO@CAXIAS.MAPLEBEAR.COM.BR;Mb Educação Escola De Ensino Infantil E Fundamental Ltda. Me;ESCOLA DE EDUCACAO INFANTIL MB CAXIAS;Ativa;Concluído;🔴;Year 1;Avanço Year 02;Desenvolvimento;1882,62;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;44034235000170.0;Rua Jacob Luchesi;Santa Catarina;95032000.0;Caxias Do Sul;RS;Sul;4403423500.0;ATENDIMENTO@CAXIAS.MAPLEBEAR.COM.BR
293.0;Maple Bear Divinópolis - Centro I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;420336770001760;Rua São Paulo;Centro;35500006.0;Divinópolis;MG;Sudeste;3199223512.0;divinopolis@maplebear.com.br;COLEGIO CANADENSE MAPLE DIVINOPOLIS LTDA;MAPLE BEAR DIVINOPOLIS;Ativa;Agendado;🔴;Year 1;Avanço Year 02;Alerta;1416,53;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;42033677000176.0;Rua São Paulo;Centro;35500006.0;Divinópolis;MG;Sudeste;3199223512.0;divinopolis@maplebear.com.br
88.0;Maple Bear Guaratinguetá - Alberto Byington I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;332794180001390;Avenida Doutor Ariberto Pereira Da Cunha;Residencial Alberto Byington;12515241.0;Guaratinguetá;SP;Sudeste;1292055110.0;contato.guaratingueta@maplebear.com.br;ESCOLA BILINGUE DE GUARATINGUETA LTDA;MAPLE BEAR GUARATINGUETA;Ativa;Agendado;🔴;Year 2;Avanço Year 03;Alerta;2207,38;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;33279418000139.0;Avenida Doutor Ariberto Pereira Da Cunha;Residencial Alberto Byington;12515241.0;Guaratinguetá;SP;Sudeste;1292055110.0;contato.guaratingueta@maplebear.com.br
53.0;Maple Bear Macaé - Vale Encantado I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;88311870001870;Rua José Vicente Soriano De Oliveira;Vale Encantado;27933372.0;Macaé;RJ;Sudeste;2227735067.0;macae@maplebear.com.br;Escola Canadense De Macaé Ltda. Me;MAPLE BEAR CANADIAN SCHOOL MACAE;Ativa;Concluído;🔴;;Não avança;Desenvolvimento;2210,90;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;8831187000187.0;Rua José Vicente Soriano De Oliveira;Vale Encantado;27933372.0;Macaé;RJ;Sudeste;2227735067.0;macae@maplebear.com.br
728.0;Maple Bear Passos - Centro I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;462760570001190;Rua Antônio Celestino;Centro;37900164.0;Passos;MG;Sudeste;3599812920.0;DIRETORACOC@GMAIL.COM;Escola Canadense De Passos Ltda.;MAPLE BEAR ESCOLA CANADENSE DE PASSOS;Ativa;Agendado;🔴;SK;Avanço Year 01;Potente;1452,00;;Operando;Potente;Joao Felipe Gutierrez de Freitas;46276057000119.0;Rua Antônio Celestino;Centro;37900164.0;Passos;MG;Sudeste;3599812920.0;DIRETORACOC@GMAIL.COM
657.0;Maple Bear Porto Alegre - Zona Sul I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;154583450002410;Avenida Diário De Notícias;Cristal;90810080.0;Porto Alegre;RS;Sul;5132246687.0;DFISCAL@INTEMPO.NET.BR;ESCOLA CANADENSE DE EDUCACAO LTDA;MAPLE BEAR;Ativa;Concluído;🔴;Year 1;Avanço Year 02;Desenvolvimento;2627,04;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;15458345000241.0;Avenida Diário De Notícias;Cristal;90810080.0;Porto Alegre;RS;Sul;5132246687.0;DFISCAL@INTEMPO.NET.BR
778.0;Maple Bear Rondonópolis - Parque Sagrada Familia I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;465176390001400;Rua Alcides Borges Nates;"Parque Sagrada
Família";78735389.0;Rondonópolis;MT;Centro-Oeste;6699848959.0;FERNANDO@ADVOCACIACARRENHO.COM.BR;ESCOLA CANADENSE DE RONDONOPOLIS LTDA;MAPLE BEAR RONDONOPOLIS;Ativa;Concluído;🟢;;;Implantação;;;Operando;Implantação;TATIANE BARBOSA DOS SANTOS XAVIER;46517639000140.0;Rua Alcides Borges Nates;"Parque Sagrada
Família";78735389.0;Rondonópolis;MT;Centro-Oeste;6699848959.0;FERNANDO@ADVOCACIACARRENHO.COM.BR
